Lead_Id,LeadSource,Industry,Title,Country,NumberOfEmployees,AnnualRevenue,Email_Domain_Type,CreatedDate,Converted
00Q0001563,Advertisement,Not For Profit,Individual Contributor,UK,13,464000.0,Professionnel,2026-03-28,0
00Q0001564,Advertisement,Technology,Team Lead,UK,37,2850000.0,Professionnel,2026-05-20,0
00Q0001565,Webinar,Manufacturing,Director,India,40,1082000.0,Professionnel,2026-07-17,0
00Q0001566,Social Media,Technology,Intern,Italy,450,79936000.0,Professionnel,2025-04-14,0
00Q0001567,Web,Hospitality,Individual Contributor,UK,68,6686000.0,Personnel,2025-05-31,0
00Q0001568,Trade Show,Government,Team Lead,India,50,2608000.0,Professionnel,2024-10-05,0
00Q0001569,Purchased List,Agriculture,Manager,USA,113,2498000.0,Professionnel,2025-07-16,0
00Q0001570,Email Campaign,Hospitality,Senior Manager,Italy,100,12779000.0,Professionnel,2025-02-20,0
00Q0001571,Employee Referral,Manufacturing,Team Lead,Canada,1020,28666000.0,Personnel,2026-09-12,0
00Q0001572,Web,Media,Senior Manager,Spain,33,2766000.0,Personnel,2026-07-26,0
00Q0001573,Cold Call,Education,Senior Manager,Morocco,131,10794000.0,Professionnel,2025-01-12,1
00Q0001574,Advertisement,Food & Beverage,Individual Contributor,Netherlands,75,4835000.0,Professionnel,2026-03-23,0
00Q0001575,Advertisement,Technology,Manager,USA,93,3803000.0,Professionnel,2025-05-27,0
00Q0001576,Employee Referral,Retail,Manager,UK,392,44668000.0,Professionnel,2025-05-22,1
00Q0001577,Advertisement,Healthcare,Manager,Italy,43,1655000.0,Professionnel,2026-03-13,0
00Q0001578,Social Media,Finance,Manager,Germany,189,18416000.0,Professionnel,2024-11-13,1
00Q0001579,Phone Inquiry,Manufacturing,Individual Contributor,USA,105,4738000.0,Personnel,2026-07-19,0
00Q0001580,Webinar,Banking,Individual Contributor,Canada,43,3157000.0,Professionnel,2024-10-02,0
00Q0001581,Web,Manufacturing,Team Lead,Morocco,34,7475000.0,Personnel,2025-03-07,0
00Q0001582,Phone Inquiry,Technology,Manager,UK,95,8244000.0,Personnel,2026-05-10,0
00Q0001583,Email Campaign,Retail,VP,France,112,8139000.0,Professionnel,2024-11-04,0
00Q0001584,Employee Referral,Communications,Individual Contributor,Germany,66,3103000.0,Professionnel,2025-07-18,1
00Q0001585,Email Campaign,Construction,Intern,UK,163,26658000.0,Personnel,2025-01-23,0
00Q0001586,Purchased List,Energy,Manager,Spain,746,83552000.0,Professionnel,2024-09-20,1
00Q0001587,Web,Finance,Manager,USA,19,1884000.0,Professionnel,2026-01-08,0
00Q0001588,Advertisement,Shipping,Director,Germany,71,7554000.0,Professionnel,2024-11-12,0
00Q0001589,Web,Insurance,Manager,France,440,45461000.0,Professionnel,2026-05-19,0
00Q0001590,Web,Food & Beverage,Individual Contributor,USA,382,20700000.0,Personnel,2025-11-17,0
00Q0001591,Email Campaign,Agriculture,Manager,India,127,4646000.0,Professionnel,2025-02-11,0
00Q0001592,Email Campaign,Communications,VP,India,845,58296000.0,Personnel,2025-03-08,0
00Q0001593,Web,Hospitality,Individual Contributor,Germany,74,1860000.0,Professionnel,2025-05-14,0
00Q0001594,Purchased List,Energy,Individual Contributor,USA,87,3330000.0,Professionnel,2026-03-03,0
00Q0001595,Cold Call,Retail,Senior Manager,Germany,20,849000.0,Personnel,2026-03-18,0
00Q0001596,Web,Transportation,Individual Contributor,Netherlands,113,3705000.0,Professionnel,2026-08-07,0
00Q0001597,Employee Referral,Retail,Director,India,271,16113000.0,Personnel,2025-03-19,0
00Q0001598,Web,Consulting,VP,UAE,1458,83469000.0,Personnel,2025-01-03,0
00Q0001599,Phone Inquiry,Manufacturing,Intern,USA,85,16734000.0,Professionnel,2026-06-29,0
00Q0001600,Email Campaign,Consulting,Senior Manager,Italy,110,16508000.0,Personnel,2025-10-24,0
00Q0001601,Web,Banking,Individual Contributor,USA,21,2925000.0,Professionnel,2025-11-30,0
00Q0001602,Web,Finance,Manager,Spain,392,45135000.0,Professionnel,2025-03-14,1
00Q0001603,Cold Call,Hospitality,Team Lead,UK,129,8328000.0,Personnel,2024-12-13,0
00Q0001604,Advertisement,Not For Profit,Director,USA,67,5018000.0,Personnel,2025-12-02,0
00Q0001605,Webinar,Engineering,Manager,UK,422,52174000.0,Professionnel,2026-07-25,0
00Q0001606,Social Media,Technology,Director,Netherlands,160,11150000.0,Personnel,2025-12-03,1
00Q0001607,Phone Inquiry,Media,Director,Canada,54,2716000.0,Professionnel,2025-08-05,1
00Q0001608,Partner Referral,Transportation,Intern,USA,142,5089000.0,Professionnel,2025-12-06,0
00Q0001609,Phone Inquiry,Environmental,Manager,Morocco,14,1823000.0,Personnel,2025-02-04,0
00Q0001610,Partner Referral,Communications,Director,Morocco,248,7085000.0,Professionnel,2026-09-15,1
00Q0001611,Web,Shipping,VP,France,83,4644000.0,Professionnel,2025-08-03,0
00Q0001612,Web,Energy,Senior Manager,USA,2,103000.0,Professionnel,2024-11-30,0
00Q0001613,Web,Banking,Director,USA,144,17133000.0,Professionnel,2026-05-02,0
00Q0001614,Advertisement,Finance,Manager,USA,339,27917000.0,Personnel,2025-02-06,0
00Q0001615,Phone Inquiry,Banking,Team Lead,India,445,50477000.0,Professionnel,2025-10-23,1
00Q0001616,Purchased List,Retail,C-Level,UK,30,2555000.0,Personnel,2026-01-30,0
00Q0001617,Trade Show,Government,Director,UK,58,5437000.0,Professionnel,2026-03-30,0
00Q0001618,Purchased List,Technology,C-Level,Morocco,44,1600000.0,Personnel,2025-11-04,0
00Q0001619,Advertisement,Technology,Director,Canada,70,3373000.0,Professionnel,2026-02-26,0
00Q0001620,Web,Retail,Senior Manager,USA,36,1764000.0,Professionnel,2025-02-09,0
00Q0001621,Email Campaign,Recreation,Manager,France,14,719000.0,Personnel,2024-10-06,0
00Q0001622,Social Media,Education,Director,France,166,13437000.0,Professionnel,2025-11-14,1
00Q0001623,Cold Call,Manufacturing,Manager,Spain,32,916000.0,Professionnel,2025-03-06,0
00Q0001624,Purchased List,Banking,Director,Italy,25,903000.0,Professionnel,2025-09-14,0
00Q0001625,Web,Biotechnology,Director,France,187,18164000.0,Professionnel,2026-08-08,1
00Q0001626,Web,Retail,Manager,France,27,3477000.0,Personnel,2024-11-18,0
00Q0001627,Web,Government,C-Level,Morocco,946,30699000.0,Professionnel,2025-02-05,1
00Q0001628,Advertisement,Construction,Manager,Belgium,182,8368000.0,Personnel,2025-04-29,0
00Q0001629,Web,Shipping,Senior Manager,Germany,58,10839000.0,Professionnel,2025-08-15,0
00Q0001630,Phone Inquiry,Retail,Individual Contributor,Morocco,10,865000.0,Professionnel,2026-01-09,0
00Q0001631,Cold Call,Manufacturing,Senior Manager,UK,87,3773000.0,Personnel,2026-08-14,0
00Q0001632,Trade Show,Retail,Manager,France,76,3774000.0,Personnel,2025-10-09,0
00Q0001633,Web,Media,Manager,Spain,402,19312000.0,Personnel,2025-12-15,0
00Q0001634,Social Media,Technology,VP,Canada,23,580000.0,Professionnel,2025-07-04,0
00Q0001635,Trade Show,Media,Director,UK,384,31933000.0,Professionnel,2025-10-30,1
00Q0001636,Phone Inquiry,Agriculture,Individual Contributor,France,209,26081000.0,Personnel,2024-09-22,1
00Q0001637,Partner Referral,Retail,Team Lead,India,17,1236000.0,Professionnel,2025-06-28,1
00Q0001638,Social Media,Technology,Individual Contributor,USA,66,1809000.0,Personnel,2025-03-20,0
00Q0001639,Web,Manufacturing,Manager,UK,56,2245000.0,Professionnel,2024-12-04,0
00Q0001640,Purchased List,Healthcare,Manager,Netherlands,171,5109000.0,Professionnel,2024-11-22,0
00Q0001641,Trade Show,Communications,Intern,Morocco,162,12388000.0,Professionnel,2025-02-06,0
00Q0001642,Web,Government,Director,USA,45,2489000.0,Personnel,2025-08-17,0
00Q0001643,Web,Education,Senior Manager,France,68,7966000.0,Professionnel,2026-05-05,0
00Q0001644,Partner Referral,Hospitality,Senior Manager,UK,121,4301000.0,Professionnel,2025-08-05,1
00Q0001645,Social Media,Entertainment,Senior Manager,USA,77,1752000.0,Professionnel,2025-07-20,1
00Q0001646,Phone Inquiry,Food & Beverage,Manager,UK,63,2309000.0,Professionnel,2025-11-12,0
00Q0001647,Email Campaign,Healthcare,Individual Contributor,USA,21,390000.0,Professionnel,2026-08-02,0
00Q0001648,Web,Construction,Individual Contributor,Spain,126,12667000.0,Personnel,2026-02-01,1
00Q0001649,Social Media,Retail,Senior Manager,India,475,53686000.0,Professionnel,2025-02-05,1
00Q0001650,Purchased List,Manufacturing,Individual Contributor,Spain,22,1671000.0,Professionnel,2026-08-05,0
00Q0001651,Social Media,Hospitality,VP,Canada,18,1360000.0,Personnel,2025-01-27,0
00Q0001652,Social Media,Communications,Senior Manager,UK,13,396000.0,Personnel,2026-08-03,0
00Q0001653,Web,Hospitality,Team Lead,UK,608,29585000.0,Professionnel,2026-01-28,0
00Q0001654,Cold Call,Government,Team Lead,USA,71,2836000.0,Professionnel,2025-12-18,0
00Q0001655,Web,Education,Director,Spain,273,16913000.0,Professionnel,2025-12-08,1
00Q0001656,Purchased List,Consulting,Individual Contributor,USA,283,12106000.0,Professionnel,2025-06-04,0
00Q0001657,Web,Technology,Individual Contributor,UAE,65,5105000.0,Professionnel,2024-10-20,0
00Q0001658,Trade Show,Technology,Manager,USA,12,1533000.0,Professionnel,2025-03-05,1
00Q0001659,Phone Inquiry,Government,Manager,USA,80,4820000.0,Personnel,2026-03-26,0
00Q0001660,Email Campaign,Healthcare,Manager,Morocco,251,27191000.0,Professionnel,2024-10-30,0
00Q0001661,Purchased List,Government,Individual Contributor,Spain,70,2617000.0,Professionnel,2025-03-09,0
00Q0001662,Employee Referral,Agriculture,Individual Contributor,Germany,8,301000.0,Professionnel,2025-11-12,1
00Q0001663,Advertisement,Manufacturing,Director,Germany,30,1481000.0,Personnel,2026-08-31,0
00Q0001664,Web,Shipping,Team Lead,UK,449,32967000.0,Professionnel,2025-03-07,0
00Q0001665,Purchased List,Retail,Manager,USA,41,5985000.0,Personnel,2026-07-31,0
00Q0001666,Email Campaign,Education,Senior Manager,UAE,47,1921000.0,Personnel,2024-11-08,0
00Q0001667,Cold Call,Finance,Senior Manager,Morocco,69,4212000.0,Professionnel,2026-01-30,0
00Q0001668,Partner Referral,Technology,Individual Contributor,France,54,12538000.0,Professionnel,2025-10-15,1
00Q0001669,Public Relations,Healthcare,VP,Morocco,15,2138000.0,Professionnel,2025-12-11,1
00Q0001670,Webinar,Utilities,Intern,Italy,48,2823000.0,Personnel,2026-06-05,0
00Q0001671,Web,Technology,Team Lead,Belgium,74,18387000.0,Personnel,2025-01-09,0
00Q0001672,Phone Inquiry,Education,Senior Manager,Morocco,79,7898000.0,Personnel,2024-12-14,0
00Q0001673,Social Media,Technology,Director,USA,192,31912000.0,Professionnel,2025-11-16,1
00Q0001674,Employee Referral,Not For Profit,Director,UAE,25,5321000.0,Professionnel,2025-04-25,1
00Q0001675,Social Media,Healthcare,Senior Manager,Canada,152,12996000.0,Professionnel,2025-02-16,0
00Q0001676,Purchased List,Construction,Individual Contributor,USA,37,1656000.0,Professionnel,2025-12-31,0
00Q0001677,Trade Show,Telecommunications,Team Lead,UAE,55,2423000.0,Professionnel,2024-12-09,0
00Q0001678,Web,Media,Manager,UK,137,7496000.0,Personnel,2026-04-01,0
00Q0001679,Phone Inquiry,Biotechnology,Team Lead,Italy,48,2679000.0,Professionnel,2025-01-21,0
00Q0001680,Cold Call,Food & Beverage,C-Level,USA,164,10345000.0,Professionnel,2026-01-13,0
00Q0001681,Trade Show,Finance,Manager,UK,332,25367000.0,Personnel,2026-05-21,0
00Q0001682,Webinar,Recreation,Senior Manager,Italy,56,3120000.0,Professionnel,2025-11-01,0
00Q0001683,Public Relations,Communications,Manager,UAE,6,395000.0,Personnel,2026-02-16,0
00Q0001684,Advertisement,Banking,Manager,France,117,6676000.0,Professionnel,2026-04-17,1
00Q0001685,Social Media,Retail,Manager,UK,43,765000.0,Professionnel,2025-08-28,0
00Q0001686,Email Campaign,Energy,Senior Manager,Spain,21,1975000.0,Personnel,2025-08-23,0
00Q0001687,Partner Referral,Communications,Team Lead,France,260,5344000.0,Professionnel,2025-03-06,1
00Q0001688,Purchased List,Telecommunications,Manager,France,168,5759000.0,Professionnel,2026-03-17,1
00Q0001689,Partner Referral,Electronics,Director,USA,333,43592000.0,Professionnel,2025-05-12,1
00Q0001690,Web,Government,Senior Manager,Germany,286,17873000.0,Professionnel,2026-07-14,0
00Q0001691,Web,Transportation,Manager,India,63,1418000.0,Professionnel,2026-07-27,1
00Q0001692,Web,Chemicals,Manager,UK,44,1538000.0,Professionnel,2024-12-10,0
00Q0001693,Employee Referral,Telecommunications,Individual Contributor,USA,57,3117000.0,Personnel,2026-07-25,0
00Q0001694,Web,Technology,Director,USA,111,5560000.0,Personnel,2026-03-01,1
00Q0001695,Web,Education,VP,France,9,144000.0,Professionnel,2026-04-13,1
00Q0001696,Web,Retail,Director,USA,307,7157000.0,Professionnel,2025-04-04,0
00Q0001697,Cold Call,Hospitality,Individual Contributor,Netherlands,7,198000.0,Personnel,2026-06-12,0
00Q0001698,Web,Finance,Manager,India,22,650000.0,Professionnel,2024-11-29,0
00Q0001699,Web,Manufacturing,Individual Contributor,France,3,158000.0,Professionnel,2025-11-10,0
00Q0001700,Webinar,Transportation,Manager,France,198,13788000.0,Professionnel,2026-03-23,0
00Q0001701,Partner Referral,Energy,Individual Contributor,France,733,20041000.0,Professionnel,2024-12-16,0
00Q0001702,Cold Call,Manufacturing,Director,Germany,28,1796000.0,Professionnel,2025-08-14,1
00Q0001703,Social Media,Food & Beverage,Individual Contributor,UAE,16,757000.0,Professionnel,2025-11-26,0
00Q0001704,Email Campaign,Retail,Team Lead,Spain,391,16012000.0,Personnel,2024-10-01,0
00Q0001705,Purchased List,Media,Individual Contributor,India,87,3803000.0,Professionnel,2024-11-30,0
00Q0001706,Phone Inquiry,Construction,Manager,USA,103,3791000.0,Professionnel,2025-07-05,0
00Q0001707,Web,Technology,Individual Contributor,Canada,117,19218000.0,Professionnel,2024-11-13,0
00Q0001708,Purchased List,Manufacturing,Manager,USA,93,5348000.0,Professionnel,2026-02-16,0
00Q0001709,Email Campaign,Manufacturing,Senior Manager,USA,103,5916000.0,Personnel,2025-02-25,0
00Q0001710,Employee Referral,Healthcare,Senior Manager,USA,27,3308000.0,Professionnel,2025-06-22,1
00Q0001711,Web,Retail,Individual Contributor,Netherlands,266,22033000.0,Personnel,2025-01-13,0
00Q0001712,Web,Education,Individual Contributor,Canada,52,3168000.0,Personnel,2026-05-28,0
00Q0001713,Cold Call,Retail,Senior Manager,Spain,222,9164000.0,Professionnel,2026-06-02,1
00Q0001714,Web,Finance,Intern,USA,41,2701000.0,Professionnel,2026-06-26,0
00Q0001715,Phone Inquiry,Transportation,Intern,Belgium,7,115000.0,Professionnel,2024-10-10,0
00Q0001716,Cold Call,Construction,Team Lead,Canada,45,1535000.0,Professionnel,2026-09-07,0
00Q0001717,Cold Call,Hospitality,VP,Germany,133,6881000.0,Professionnel,2025-03-09,1
00Q0001718,Partner Referral,Banking,Director,USA,53,4952000.0,Professionnel,2025-10-15,1
00Q0001719,Web,Not For Profit,VP,UK,3,362000.0,Professionnel,2025-05-13,1
00Q0001720,Cold Call,Healthcare,Manager,Belgium,5,339000.0,Personnel,2026-09-01,0
00Q0001721,Email Campaign,Technology,Individual Contributor,USA,146,7803000.0,Professionnel,2025-05-09,1
00Q0001722,Phone Inquiry,Food & Beverage,VP,UAE,308,7655000.0,Professionnel,2026-07-06,1
00Q0001723,Web,Banking,Individual Contributor,USA,114,5037000.0,Professionnel,2026-07-30,1
00Q0001724,Social Media,Healthcare,Intern,USA,131,10301000.0,Professionnel,2026-01-01,0
00Q0001725,Purchased List,Recreation,Manager,Germany,15,1112000.0,Professionnel,2025-04-02,0
00Q0001726,Employee Referral,Food & Beverage,Senior Manager,USA,177,4664000.0,Personnel,2026-02-16,0
00Q0001727,Phone Inquiry,Entertainment,Manager,Canada,76,1531000.0,Professionnel,2026-08-22,1
00Q0001728,Purchased List,Apparel,Manager,USA,910,12903000.0,Professionnel,2025-08-26,0
00Q0001729,Purchased List,Telecommunications,C-Level,Morocco,293,23980000.0,Personnel,2026-06-07,1
00Q0001730,Purchased List,Finance,Manager,France,157,28792000.0,Professionnel,2026-04-24,0
00Q0001731,Web,Transportation,Manager,Morocco,98,7684000.0,Professionnel,2025-12-12,0
00Q0001732,Email Campaign,Retail,Team Lead,Germany,16,724000.0,Personnel,2025-06-21,0
00Q0001733,Trade Show,Consulting,Director,USA,24,2895000.0,Professionnel,2026-08-07,1
00Q0001734,Webinar,Insurance,Individual Contributor,India,27,1257000.0,Professionnel,2026-05-11,0
00Q0001735,Purchased List,Biotechnology,Manager,USA,61,4906000.0,Professionnel,2024-11-30,1
00Q0001736,Web,Electronics,Team Lead,UAE,142,7788000.0,Professionnel,2026-04-21,0
00Q0001737,Cold Call,Recreation,Individual Contributor,Germany,299,20073000.0,Professionnel,2025-10-22,0
00Q0001738,Trade Show,Education,Team Lead,Canada,334,11675000.0,Personnel,2025-07-15,0
00Q0001739,Employee Referral,Machinery,VP,France,99,4300000.0,Professionnel,2025-12-12,1
00Q0001740,Web,Manufacturing,Team Lead,UK,28,2010000.0,Professionnel,2025-03-01,0
00Q0001741,Social Media,Finance,Individual Contributor,Italy,12,622000.0,Professionnel,2025-04-25,0
00Q0001742,Web,Technology,VP,Canada,150,5484000.0,Professionnel,2025-04-11,1
00Q0001743,Social Media,Construction,C-Level,USA,463,11650000.0,Professionnel,2025-12-03,1
00Q0001744,Advertisement,Healthcare,Director,USA,41,1037000.0,Professionnel,2025-10-06,0
00Q0001745,Trade Show,Technology,Director,UK,24,3380000.0,Professionnel,2024-10-11,0
00Q0001746,Partner Referral,Banking,Director,Morocco,333,11952000.0,Professionnel,2026-05-18,0
00Q0001747,Purchased List,Utilities,Senior Manager,USA,24,3341000.0,Professionnel,2025-11-12,1
00Q0001748,Trade Show,Consulting,Manager,Germany,10,351000.0,Professionnel,2025-08-31,1
00Q0001749,Public Relations,Technology,Team Lead,France,118,12420000.0,Personnel,2025-12-04,0
00Q0001750,Cold Call,Media,Manager,UAE,244,21783000.0,Personnel,2026-06-25,0
00Q0001751,Trade Show,Utilities,Senior Manager,Canada,15,1679000.0,Personnel,2026-05-19,0
00Q0001752,Email Campaign,Education,Director,Italy,72,3353000.0,Personnel,2024-11-23,0
00Q0001753,Web,Banking,Team Lead,Morocco,37,1997000.0,Personnel,2026-07-18,0
00Q0001754,Partner Referral,Retail,Director,UK,184,5628000.0,Professionnel,2026-02-20,1
00Q0001755,Web,Engineering,Manager,USA,94,5754000.0,Personnel,2026-06-24,1
00Q0001756,Web,Banking,Team Lead,USA,329,6845000.0,Professionnel,2024-10-04,0
00Q0001757,Public Relations,Retail,Team Lead,USA,90,6154000.0,Professionnel,2025-03-18,0
00Q0001758,Web,Technology,Individual Contributor,Canada,57,6201000.0,Professionnel,2025-03-30,1
00Q0001759,Social Media,Manufacturing,Individual Contributor,UK,187,6230000.0,Personnel,2026-02-04,0
00Q0001760,Email Campaign,Manufacturing,Manager,Morocco,48,2684000.0,Personnel,2025-10-31,0
00Q0001761,Web,Education,Director,USA,31,2873000.0,Professionnel,2026-05-17,0
00Q0001762,Web,Government,Individual Contributor,Spain,13,531000.0,Professionnel,2026-05-28,0
00Q0001763,Social Media,Entertainment,VP,Germany,541,42945000.0,Professionnel,2024-10-16,0
00Q0001764,Email Campaign,Consulting,Intern,Canada,987,98131000.0,Personnel,2025-11-22,0
00Q0001765,Employee Referral,Entertainment,Senior Manager,Canada,43,2531000.0,Personnel,2026-04-30,0
00Q0001766,Social Media,Utilities,Individual Contributor,Spain,13,805000.0,Professionnel,2024-10-21,0
00Q0001767,Web,Energy,Team Lead,Netherlands,165,9381000.0,Professionnel,2025-08-09,0
00Q0001768,Web,Electronics,Individual Contributor,Belgium,298,28545000.0,Professionnel,2025-12-17,1
00Q0001769,Employee Referral,Transportation,Team Lead,Canada,993,69713000.0,Personnel,2025-01-06,1
00Q0001770,Phone Inquiry,Transportation,VP,Belgium,796,52927000.0,Personnel,2025-07-15,0
00Q0001771,Email Campaign,Healthcare,Director,France,11,2759000.0,Professionnel,2026-05-30,0
00Q0001772,Phone Inquiry,Energy,VP,USA,179,18931000.0,Personnel,2026-08-12,1
00Q0001773,Web,Insurance,Director,France,91,3509000.0,Professionnel,2024-11-16,1
00Q0001774,Email Campaign,Manufacturing,Manager,UK,91,6203000.0,Personnel,2025-04-07,1
00Q0001775,Phone Inquiry,Not For Profit,Manager,USA,21,2987000.0,Professionnel,2024-09-27,0
00Q0001776,Purchased List,Construction,Team Lead,USA,96,2123000.0,Personnel,2025-08-19,0
00Q0001777,Purchased List,Construction,Manager,Morocco,19,1208000.0,Professionnel,2024-11-27,0
00Q0001778,Web,Retail,Manager,USA,56,2348000.0,Personnel,2025-04-14,0
00Q0001779,Purchased List,Construction,Director,Italy,103,2406000.0,Personnel,2025-07-06,0
00Q0001780,Trade Show,Electronics,Director,France,59,5314000.0,Personnel,2025-07-04,0
00Q0001781,Web,Telecommunications,Individual Contributor,India,38,3148000.0,Professionnel,2026-01-16,1
00Q0001782,Email Campaign,Food & Beverage,Manager,UAE,11,1410000.0,Personnel,2026-03-31,0
00Q0001783,Email Campaign,Retail,VP,USA,90,1312000.0,Professionnel,2025-06-21,0
00Q0001784,Partner Referral,Media,Individual Contributor,Canada,28,1273000.0,Personnel,2026-07-26,0
00Q0001785,Partner Referral,Manufacturing,Individual Contributor,Morocco,232,13324000.0,Personnel,2025-06-30,1
00Q0001786,Web,Energy,Senior Manager,USA,193,11935000.0,Professionnel,2025-12-19,1
00Q0001787,Web,Engineering,Manager,Spain,306,9711000.0,Professionnel,2024-10-06,0
00Q0001788,Partner Referral,Food & Beverage,Manager,USA,119,6917000.0,Professionnel,2026-05-24,1
00Q0001789,Web,Manufacturing,Manager,Canada,16,1427000.0,Professionnel,2025-04-19,0
00Q0001790,Purchased List,Finance,Manager,USA,445,45754000.0,Professionnel,2025-04-16,0
00Q0001791,Social Media,Technology,Director,India,212,28669000.0,Professionnel,2026-01-15,0
00Q0001792,Partner Referral,Telecommunications,Senior Manager,Belgium,945,48718000.0,Personnel,2026-04-25,1
00Q0001793,Advertisement,Technology,Team Lead,Morocco,837,101509000.0,Professionnel,2025-08-13,1
00Q0001794,Phone Inquiry,Technology,Team Lead,Canada,204,23652000.0,Professionnel,2024-11-19,1
00Q0001795,Web,Technology,Team Lead,Germany,140,12836000.0,Personnel,2026-09-04,0
00Q0001796,Social Media,Telecommunications,VP,UK,118,7918000.0,Personnel,2025-11-04,0
00Q0001797,Web,Hospitality,VP,France,42,6702000.0,Professionnel,2024-10-18,1
00Q0001798,Web,Food & Beverage,VP,India,72,2735000.0,Professionnel,2024-11-28,1
00Q0001799,Trade Show,Healthcare,Director,UK,186,14031000.0,Professionnel,2025-06-16,0
00Q0001800,Advertisement,Hospitality,Director,Italy,170,9170000.0,Personnel,2025-09-18,0
00Q0001801,Employee Referral,Banking,Manager,UAE,88,17465000.0,Professionnel,2026-02-08,1
00Q0001802,Web,Education,Manager,UK,32,2501000.0,Professionnel,2025-01-19,0
00Q0001803,Web,Recreation,Manager,UAE,13,385000.0,Personnel,2026-03-28,0
00Q0001804,Web,Healthcare,Team Lead,UK,141,9421000.0,Professionnel,2025-03-18,0
00Q0001805,Web,Technology,VP,Canada,88,5607000.0,Professionnel,2025-03-22,0
00Q0001806,Email Campaign,Retail,Intern,Netherlands,20,810000.0,Professionnel,2026-07-08,0
00Q0001807,Webinar,Technology,Manager,France,97,5969000.0,Personnel,2025-09-13,0
00Q0001808,Purchased List,Technology,Director,USA,172,7405000.0,Professionnel,2024-12-02,1
00Q0001809,Web,Banking,Manager,India,165,11443000.0,Professionnel,2024-12-16,1
00Q0001810,Advertisement,Technology,Director,USA,146,16094000.0,Professionnel,2026-05-19,1
00Q0001811,Purchased List,Food & Beverage,Team Lead,India,161,2711000.0,Professionnel,2026-01-16,0
00Q0001812,Employee Referral,Media,Manager,UAE,3,495000.0,Personnel,2025-11-09,0
00Q0001813,Email Campaign,Finance,Senior Manager,USA,263,15603000.0,Professionnel,2026-01-01,0
00Q0001814,Web,Hospitality,Senior Manager,USA,63,4661000.0,Professionnel,2025-04-09,0
00Q0001815,Social Media,Finance,Intern,Netherlands,410,26720000.0,Professionnel,2025-07-18,0
00Q0001816,Phone Inquiry,Retail,Individual Contributor,Morocco,176,8102000.0,Personnel,2025-01-02,0
00Q0001817,Trade Show,Telecommunications,Manager,USA,144,3175000.0,Professionnel,2026-08-16,0
00Q0001818,Email Campaign,Engineering,Manager,France,119,2961000.0,Professionnel,2025-05-04,0
00Q0001819,Web,Retail,Team Lead,USA,155,3983000.0,Professionnel,2025-09-20,0
00Q0001820,Trade Show,Food & Beverage,Team Lead,Canada,110,1627000.0,Professionnel,2025-05-30,0
00Q0001821,Employee Referral,Finance,Manager,France,272,10755000.0,Professionnel,2026-03-31,0
00Q0001822,Purchased List,Insurance,Manager,UK,306,6864000.0,Professionnel,2026-07-27,0
00Q0001823,Web,Finance,VP,UK,7,389000.0,Professionnel,2024-12-16,0
00Q0001824,Web,Food & Beverage,Director,USA,7,228000.0,Personnel,2024-10-02,0
00Q0001825,Public Relations,Hospitality,Team Lead,Spain,73,2344000.0,Professionnel,2025-07-11,0
00Q0001826,Email Campaign,Education,Director,Germany,21,1635000.0,Professionnel,2024-12-20,0
00Q0001827,Partner Referral,Technology,Senior Manager,Germany,938,127603000.0,Professionnel,2026-07-19,1
00Q0001828,Purchased List,Engineering,VP,France,71,4568000.0,Personnel,2025-11-06,0
00Q0001829,Phone Inquiry,Consulting,Individual Contributor,Morocco,39,3011000.0,Professionnel,2026-01-08,0
00Q0001830,Advertisement,Finance,VP,Netherlands,115,9461000.0,Professionnel,2025-11-29,1
00Q0001831,Purchased List,Retail,Team Lead,France,125,28156000.0,Personnel,2025-01-26,0
00Q0001832,Social Media,Recreation,Director,USA,142,11883000.0,Professionnel,2025-10-05,0
00Q0001833,Employee Referral,Machinery,Individual Contributor,Morocco,90,6228000.0,Professionnel,2026-01-08,1
00Q0001834,Purchased List,Technology,Team Lead,France,68,6310000.0,Professionnel,2024-10-19,0
00Q0001835,Web,Food & Beverage,Manager,Italy,63,2604000.0,Professionnel,2026-03-20,0
00Q0001836,Partner Referral,Manufacturing,Individual Contributor,USA,87,3860000.0,Professionnel,2025-01-17,1
00Q0001837,Partner Referral,Technology,Team Lead,USA,1744,49774000.0,Professionnel,2025-09-26,0
00Q0001838,Purchased List,Technology,Individual Contributor,France,99,3327000.0,Professionnel,2026-05-05,0
00Q0001839,Web,Telecommunications,Director,Spain,101,7350000.0,Personnel,2026-03-24,0
00Q0001840,Phone Inquiry,Biotechnology,Team Lead,USA,201,22699000.0,Professionnel,2026-09-08,1
00Q0001841,Purchased List,Finance,VP,France,68,7638000.0,Professionnel,2025-05-08,1
00Q0001842,Purchased List,Banking,Senior Manager,Italy,147,3652000.0,Professionnel,2026-05-24,0
00Q0001843,Email Campaign,Construction,VP,France,55,3009000.0,Professionnel,2026-05-28,0
00Q0001844,Trade Show,Consulting,Manager,USA,64,4603000.0,Professionnel,2026-05-23,1
00Q0001845,Partner Referral,Retail,Team Lead,Spain,281,15200000.0,Professionnel,2025-01-27,1
00Q0001846,Web,Telecommunications,Individual Contributor,UK,347,42743000.0,Professionnel,2025-06-05,1
00Q0001847,Webinar,Environmental,Director,Morocco,6,253000.0,Professionnel,2025-11-17,1
00Q0001848,Partner Referral,Finance,Manager,India,73,2507000.0,Professionnel,2026-03-11,0
